OrderID,CustomerID,ProductName,Brand,Country,OrderDate,UnitPrice,weight_g
REC-977968,14985,SNACK POPPÉ,TOO GOOD,"France,United States",2025-04-21,17.87,85.0
REC-174568,10736,Madeleines Longues Marbrées chocolat,Le Ster,"Francia,Suiza",2025-10-04,13.18,150.0
REC-346543,8496,LOTUS DINOSAURUS Original Chocolat 225g (4x3p),Lotus,"France,Allemagne",2024-07-14,8.26,225.0
REC-411714,6068,Galletas Chocolate Rebuenas,Hacendado,"Morocco,Spain",2025-03-16,18.37,350.0
REC-373915,8431,Tagada,Haribo,"France,Switzerland",2024-12-28,8.32,150.0
REC-247713,14552,PAIN AU LAIT BIO PASQUIER,Brioche Pasquier,France,2024-11-05,10.0,4.0
REC-127715,8125,50G RICOLA CITRON MELISSE,Ricola,"France,Suisse",2025-06-19,2.93,50.0
REC-263705,12021,Wasa tartine croustillante sensation aux graines de chia & touche de sel 245g,Wasa,"France,Sweden",2024-11-05,11.51,245.0
REC-723202,11319,BREAKSTA Tiffany,wafer sandwich,Morocco,2025-09-16,8.6,26.0
REC-647565,10431,Tube caramel beurre salé,Régilait,France,2024-04-24,23.57,300.0
REC-999068,7260,Dark Chocolate,Unknown,"Bolivia,Bulgaria,Dinamarca,Francia,Alemania,Israel,Marruecos,Polonia,Rumania,Serbia,Spain",2025-11-09,13.16,150.0
REC-826172,12161,Original Salted Peanuts,KP,"France,United Kingdom,Ireland",2024-03-20,13.16,350.0
REC-196679,10288,Frusli Juicy Blueberries Chewy Cereal Bars 6 x (180g),Jordans,"France,Switzerland,Unitedkingdom",2024-08-19,4.82,30.0
REC-952086,11647,Mini Bites Quinoa & Chía,Gullón,"Francia,Marruecos,Spain",2025-08-29,21.84,250.0
REC-179116,10929,Cacao & Almond Oat Bars,Deliciously Ella,United Kingdom,2025-03-03,13.16,3.0
REC-361666,6019,L'extra craquante nature,Vico,France,2024-09-19,11.0,150.0
REC-799310,5974,Cashew Butter + Pure Vanilla Bean Dark Chocolate,Hu,United Kingdom,2025-04-30,8.93,60.0
REC-404436,12293,Crunchy,Bjorg,France,2025-08-11,13.29,150.0
REC-573234,8544,Doritos cheese,"Doritos,PepsiCo",France,2025-07-13,13.16,160.0
REC-737038,14867,Unknown,Merendina,Morocco,2025-10-26,13.16,150.0
REC-383318,7857,the ORIGINAL CRACKER,RITZ,United Kingdom,2025-08-20,1.1,150.0
REC-630468,11153,Rough Oatcakes,"Sainsbury's, By sainsbury's","France,Royaumeuni",2024-07-10,13.16,250.0
REC-850125,7216,Muesli Bars Chocolate,Crownfield,"Bulgarie,France,Allemagne,Irlande,Royaumeuni",2024-07-07,10.24,8.0
REC-619056,12401,Dunkle Ganze Mandel,"Fin carré, Lidl","France,Germany",2024-12-20,1.55,200.0
REC-630599,5081,Cake aux Fruits - Tranché,"Lidl, Sondey",France,2024-05-10,16.18,300.0
REC-766752,10102,Galettes Pur Beurre,Bonne Maman,"France,Suisse",2024-09-15,14.57,170.0
REC-768004,5802,Le Palet pur beurre,La Mère Poulard,"France,Morocco",2025-02-08,17.63,125.0
REC-579857,8304,Les craquantes blé complet,Unknown,"France,Réunion",2025-11-06,16.74,250.0
REC-271727,10870,Muesli CroustillantNoix,Auchan,"France,Spain,Monde",2024-08-18,9.39,350.0
REC-684920,10199,Celebrations,MARS,"Belgium,France,Germany,Hungary,Morocco",2025-02-24,19.54,150.0
REC-324087,9545,Tunnock's  Caramel Wafer Biscuits imp,Thomas Tunnock LTD,"Australia,United Kingdom",2025-07-23,13.16,8.0
REC-687235,10476,Wafers Cocoa,Balconi,"France,Morocco,Suisse",2025-08-03,6.55,45.0
REC-161215,13919,Protein Bar Cookie & Cream Flavour,Ironmaxx Nutrition GmbH & Co.,"France,Germany,Bulgaria",2025-09-06,14.13,45.0
REC-773229,7829,Gourmet Sea Salt Savoury crackers,Aldi,"Ireland,United Kingdom",2025-10-08,2.78,185.0
REC-126095,7493,Love Corn Salt & Vinegat,Love Corn,United Kingdom,2025-06-25,2.08,150.0
REC-266437,8787,Cream crackers,By sainsbury's,"France,Unitedkingdom",2025-09-24,3.71,300.0
REC-243011,8446,Blueberry & Honey Porridge Oat Bars,Stoats,"An Fhraing,An Rìoghachd Aonaichte",2025-06-27,4.41,4.0
REC-539546,5522,Biscuit filled with hazelnut spread with cocoa,nutella,"保加利亚,德国,马来西亚,摩洛哥,波兰,羅馬尼亞,瑞士,匈牙利",2025-01-12,11.59,193.2
REC-873872,10383,Chipster,"Belin, Mondelez","Canada,France,Guadeloupe,Suisse",2025-04-17,13.16,75.0
REC-825570,14151,hula hoops original,KP Snacks,United Kingdom,2025-08-07,4.61,6.0
REC-543821,7789,Ritz Crackers Original 200 g,Mondelez,"Germany,Norway,Spain,Switzerland,France",2025-04-29,24.5,200.0
REC-608252,13403,Berry Delight Fruit & Nut Bar,Nakd,"United Kingdom,Ireland",2025-10-11,1.78,35.0
REC-437414,11696,"Chocolat Noir 72%, Collection Pure",Villars,"Croatie,France,Morocco,Suisse",2024-08-14,15.42,150.0
REC-348410,8367,NESTLE DESSERT Lait,Nestlé,"Canada,France",2025-08-07,1.05,170.0
REC-294915,10211,BelVita - Petit déjeuner Tartiné,LU,"Belgium,France,Réunion",2025-03-15,19.49,250.0
REC-848362,12458,Nature valley crunchy,Unknown,"France,Germany,Italy,Unitedkingdom",2025-05-19,4.11,10.0
REC-932657,5427,"Gullon Cuordi Cereale Tradizionale, Alto Contenuto Di Fibra",Gullon,"France,Italy,Morocco,Romania,Albania",2025-07-25,13.16,280.0
REC-478427,5222,Proper corn sea salt,Proper,United Kingdom,2026-01-04,8.32,6.0
REC-397645,7667,Pringles Hot & Spicy,Pringles,"França,Itália,Portugal",2025-10-02,10.62,175.0
REC-982782,5760,Crunchy Variety,"General Mills, Nature Valley","France,United Kingdom",2024-06-30,13.16,42.0
REC-298198,13206,Single Estate Venezuelan Dark clChocolate,Sainsbury's taste the difference,United Kingdom,2024-12-30,19.05,100.0
REC-999488,10754,بريك,Tiffany,"Saudi Arabia,Morocco",2025-04-27,7.87,12.0
REC-567142,13819,Mint Intense Dark Chocolate,Lindt,"Ireland,Unitedkingdom",2025-03-04,4.85,100.0
REC-748415,6826,Kinder DUO,"Kinder,Ferrero","Frankreich,Deutschland,Marokko",2025-06-06,16.51,150.0
REC-212845,10753,Joyfuel Chocolat au Lait & Cookie Dough,Joyfuel,France,2025-09-11,2.84,55.0
REC-995013,9725,Doritos,Unknown,United Kingdom,2024-11-08,19.01,230.0
REC-240403,6000,Milka chocolate Hazelnuts,Milka,"Österreich,Bulgarien,Frankreich,Deutschland,Italien,Marokko,Niederlande,Polen,Rumänien,Thailand,Tunesien,Vereinigtes Königreich",2024-10-05,5.81,100.0
REC-843539,6886,Ovomaltine barres,Ovomaltine,"Belgium,France,Luxembourg,Switzerland",2024-12-31,8.9,100.0
REC-732172,6239,Pépito Croc sablé goût choco,Unknown,"France,La Réunion",2025-01-23,5.8,294.0
REC-389392,11439,Digestive fibra 23%,Unknown,Spain,2024-03-13,14.53,350.0
REC-318511,8248,Galletas María Dorada,Hacendado,Spain,2025-09-12,16.33,350.0
REC-188620,6736,Chocolate negro 85%,HACENDADO,"Portugal,Spain",2025-08-06,12.52,200.0
REC-392757,12858,Frischei-Waffeln,"Confiserie Firenze, Kuchenzauber Lidl, Kuchenzauber","Bulgarije,Duitsland,Italië,Roemenië,Verenigd Koninkrijk",2025-01-13,18.11,150.0
REC-511680,8652,Cadbury DAIRY MILK Cadbury DAIRY MILK THE CLASSIC,Suchard,"Francia,Spain,Reino Unido",2025-10-10,13.16,350.0
REC-351418,10336,Breaktime,Tiffany,"Qatar,Saudi Arabia,Morocco",2025-02-09,8.75,13.0
REC-930683,11117,Barbeque,Pringles,"France,Morocco",2024-11-17,24.2,12.0
REC-383420,5927,Bahlsen,Bahlsen,Unitedkingdom,2025-09-02,12.06,150.0
REC-252402,10961,Nappés intenses Eclats de fèves de cacao,Bjorg,France,2026-01-03,23.93,150.0
REC-959878,12237,Oats 'N Honey Granola Bars,Unknown,"France,United States",2025-08-18,1.35,1.49
REC-320838,5258,Biscuit saveur vanille citron,"Gerlinéa, Ma Pause Gerlinéa","France,Switzerland",2025-11-02,4.63,156.0
REC-114796,9377,Tablette BIO dégustation Chocolat noir - 100g,Ivoria,"France,Switzerland,Belgium",2025-09-23,23.83,100.0
REC-620781,13762,pain des fleurs sarrasin,Le pain des fleurs,"België,Frankrijk",2025-07-28,23.99,150.0
REC-758527,14701,Chocolat noir 85% cacao,"Marque Repère, Equador","France,La Réunion",2025-02-24,21.8,100.0
REC-785583,9688,Kinder Maxi,Ferrero,"Österreich,Finnland,Frankreich,Deutschland,Italien,Spanien,Schweiz",2024-05-25,15.11,10.0
REC-675659,6785,Délices au Caramel,Lightbody,France,2025-04-15,24.24,320.0
REC-513061,10459,lindt,Unknown,United Kingdom,2024-08-20,2.29,100.0
REC-578421,6521,Green & Blacks Smooth Mint,Green & Blacks,United Kingdom,2024-09-25,13.16,150.0
REC-461910,14376,Manchego & Green Olive,Manomasa,United Kingdom,2026-02-04,1.66,140.0
REC-418209,9355,"Butternut squash, tomato & basil Falafel",Aldi,United Kingdom,2024-06-21,15.28,200.0
REC-868358,8027,Unknown,Unknown,Morocco,2024-10-23,13.16,150.0
REC-567194,6873,Lulu La Barquette Fraise,LU,"Belgique,Canada,France,Suisse",2025-01-30,13.16,150.0
REC-989169,6549,Pepito lu pépite choco,"LU,Mondelez","France,La Réunion",2025-09-05,19.89,150.0
REC-895504,11467,280G HARIBO CROCO,Haribo,"France,Suisse",2024-12-08,12.76,150.0
REC-926774,8817,MADELEINE,Armor Délices,France,2025-04-03,13.16,350.0
REC-221525,9733,La Grande Galette pur beurre,Unknown,"France,Morocco",2024-02-05,7.35,135.0
REC-664894,11162,8 Navettes au beurre frais et à la crème fraîche,La Fournée Dorée,France,2025-05-29,11.87,350.0
REC-215902,7515,5 Banana Lunchbox Loaves,Soreen,"France,Unitedkingdom",2024-04-26,7.68,150.0
REC-682987,11767,Protein Flapjack Cocoa Oat,TREK,"France,United Kingdom",2024-09-16,16.7,50.0
REC-465696,11796,Kinder Chocolate,Kinder,"Argélia,França,Alemanha,Portugal,Sérvia,Estados Unidos",2025-06-29,3.29,150.0
REC-247274,12831,Macine mb 350g int. eu,"Barilla,Mulino Bianco","Francia,Italia,Spain,Suiza,Reino Unido",2025-10-18,22.97,350.0
REC-327334,5940,Sweet & saltynut,Nature Valley,France,2024-06-27,15.3,30.0
REC-450794,12469,Gâche tranchée,SAVEURS DE NOS RÉGIONS,France,2024-05-24,19.3,350.0
REC-480982,6274,Totas,tosfrit,"France,Morocco",2024-03-23,20.57,150.0
REC-606238,10295,Chocolate 95%,Trapa,"Spain,Morocco",2024-12-13,21.39,80.0
REC-846159,11811,Fruit Slices APPLE,Go Ahead,"United Kingdom,Cyprus",2024-09-02,6.29,150.0
REC-594573,8534,miredina,Mondelez,Morocco,2025-12-17,17.29,150.0
REC-254475,11515,Lulu L'Ourson Chocolat,"LU,Mondelez International","France,Suisse",2025-09-08,1.97,150.0
REC-997609,6579,Sablés sarrasin miel saveur citron,céréal bio,"France,Switzerland",2024-09-23,11.55,132.0
REC-344258,9455,Sweet And Salted Popcorn,Tesco,"Frankreich,Vereinigtes Königreich",2024-10-12,18.58,110.0
REC-538715,10760,LOTUS BISCOFF Speculoos Original Pocket Format Familial - 248g (16x2p),Lotus,"France,Unitedkingdom",2024-05-11,14.99,248.0
REC-732999,9921,BREAKFAST Cocoa with choc chips,belVita,"France,United Kingdom,Portugal",2025-09-08,12.53,225.0
REC-127463,13169,Knoppers Einzelpack,Storck,"Dänemark,Frankreich,Deutschland,Marokko,Polen,Schweiz,Vereinigtes Königreich",2025-01-31,24.3,25.0
REC-196691,7786,Dark chocolate nuts & sea salt,KIND,"France,Ireland,United Kingdom",2025-09-27,24.5,40.0
REC-113479,5718,Tableta chocolate negro 85%,Carrefour BIO,"Belgique,France,Espagne",2024-11-12,2.66,100.0
REC-764198,5365,Lentil Chips,Snackrite,United Kingdom,2025-03-17,19.13,6.0
REC-316744,11025,Lindt lait extra fin,Lindt,Fr,2024-09-27,16.04,150.0
REC-601543,11146,PiCK UP ! Choco x6,Unknown,"France,Belgium",2024-09-16,20.76,168.0
REC-204201,6171,Fourré FIGUES,Gerblé,Fr,2024-09-09,21.42,180.0
REC-316418,14598,curry cauliflower bites,Holland & Barrett,United Kingdom,2024-06-19,10.02,171.0
REC-260803,9776,Tartelettes chocolat caramel,Bonne Maman,"Belgium,Bulgaria,France,Germany,Luxembourg",2024-08-11,5.02,135.0
REC-561609,6283,Tablette dégustation chocolat noir 85% - 100g,"Ivoria, Les creations","France,Portugal",2025-04-19,13.16,100.0
REC-993869,14044,Chips Craquante Sel Brets,Bret's,France,2024-07-27,23.05,125.0
REC-104547,9830,Hanuta 10er-Pack,Ferrero,"France,Germany,Morocco,Switzerland,Ukraine",2025-02-12,15.14,220.0
REC-437468,9108,Onduladas campesinas,Risi,"Morocco,Espagne,Francia",2025-07-01,20.42,150.0
REC-221393,13322,Fennel Seed Tarallini,Crosta & Mollica,United Kingdom,2025-04-17,13.16,170.0
REC-452478,12790,CARAMEL,Lindt,United Kingdom,2024-11-16,13.16,100.0
REC-868294,10244,Sweet & Salty Popped Crisps,Popworks,"Ireland,United Kingdom",2025-11-13,19.41,85.0
REC-992864,10746,chipsfrisch ungarisch,funny-frisch,Deutschland,2025-07-01,6.39,150.0
REC-218134,11246,Unknown,Unknown,Morocco,2024-05-16,13.16,150.0
REC-955523,8057,Noir 85%,Biocoop,France,2024-02-24,16.04,100.0
REC-218768,6370,Matin Chocolat,Unknown,France,2024-02-21,22.75,200.0
REC-382273,6367,MACARONI CHEESE WITH BACON,WOOLWORTHS FOOD,"Bulgaria,France,Germany",2025-04-10,18.36,200.0
REC-346482,14372,Véritable petit beurre🧈,Unknown,"Belgium,France,Switzerland",2024-04-18,20.4,25.0
REC-408869,7478,Le palmier,Bjorg,"France,Switzerland",2025-06-21,9.72,100.0
REC-609749,13831,Fourrés goût citron,Bjorg,France,2024-06-04,23.43,225.0
REC-518995,11640,Nicaragua grand cru waslala 75%,Unknown,France,2025-03-02,1.33,100.0
REC-294094,9642,Dessert 72%,Aiguebelle,"France,Morocco",2025-03-31,10.89,150.0
REC-236778,6005,tentation croque lait aux noisettes suprêmes,Aiguebelle,"France,Morocco",2024-07-07,12.5,150.0
REC-679537,7701,REGAÑA,Hacendado,"Rumania,Spain",2025-04-28,19.89,250.0
REC-504192,9185,Galleta dorada,Gullón,"France,Morocco",2024-07-29,11.36,150.0
REC-884903,7594,Tortilla Chips,Stockwell & Co.,United Kingdom,2024-09-20,19.56,150.0
REC-120400,11836,Wholegrain Ryvita Crackerbread,Ryvita,United Kingdom,2025-02-25,20.12,125.0
REC-742848,14075,Sablés Pavot Coco,Unknown,Francia,2025-02-14,17.98,132.0
REC-993045,11096,Choco Tablet Zero sin Azúcares,Anturios,"Marruecos,Spain",2025-08-17,17.7,150.0
REC-276484,5450,Extra Dark 85% Cocoa,"Fin Carré,Lidl","Belgium,Spain",2025-10-15,21.94,100.0
REC-380641,6676,Donut,Be,Ma,2024-03-07,1.21,50.0
REC-590661,5746,Bio crackers,maître Jean pierre,France,2025-01-20,13.16,200.0
REC-298768,6956,Melty - Be,Be,Morocco,2024-04-08,20.37,40.0
REC-173877,11980,6111259345782,Unknown,Morocco,2024-02-23,21.29,150.0
REC-900752,9555,Digestive sin azúcares,Gullón,Spain,2024-07-04,1.0,350.0
REC-234370,8993,Chocolat Noir Amande et Écorces d'Orange,lidl jd gross,"France,Netherlands,United Kingdom",2024-08-20,4.58,125.0
REC-302639,14765,14 Gaufrettes saveur Cacao,"Brun, Mondelez",Francia,2024-05-30,21.72,146.0
REC-392128,8230,Brioche tressée pépites de chocolat,Pasquier,France,2024-05-26,9.52,350.0
REC-332397,10763,Mon Chéri,Mon Chéri,"Frankreich,Deutschland,Schweiz",2024-10-26,2.0,157.0
REC-834378,9927,Anglesey sea salt crisps,Pipers,"France,Switzerland,Unitedkingdom",2025-10-24,13.22,150.0
REC-365424,5254,LOTUS Gaufre de Liège Chocolat 363g (7x1p),Lotus,"France,Algeria",2024-07-31,13.16,350.0
REC-610291,6868,Chocolat Dessert Noir 55%,Aiguebelle,"France,Morocco",2025-06-03,23.2,175.0
REC-582086,8981,Milka Choco Mini Stars,Milka,"Bulgaria,Croacia,Estonia,Francia,Polonia,República Srpska,Rumania,Eslovenia,Spain",2025-08-26,23.81,150.0
REC-137989,8808,Choco wafer,"Milka,Mondelez","Francia,Marruecos,Spain",2025-07-24,16.73,180.0
REC-664778,11341,Pelotazos,"Cheetos,PepsiCo","Portugal,Spain",2025-01-30,17.13,130.0
REC-710479,7970,Eat Natural Bar Peanut&Chocolate 45g,"Eat Natural, Handl norway as","France,Germany,Netherlands,Spain,United Kingdom,Belgium",2024-02-29,14.94,45.0
REC-800626,5120,KIDDYLICIOUS Veggie Straws - saveur Légumes - 48g (4x12g),Kiddylicious,"France,Unitedkingdom",2024-12-04,7.79,48.0
REC-476792,10960,Barquillos Chocolate Zero sin azúcares,Gullón,"Morocco,Romania,Spain,Bulgaria",2025-01-04,13.46,60.0
REC-882161,13789,Unknown,Ferrero Rocher,"Belgium,Francia,Alemania,Italia,Japón,Moldavia,Países Bajos,Portugal,Rumania,Spain,Reino Unido",2025-12-11,13.16,90.0
REC-389541,8760,Sweet & Salty Nut,Nature Vallley,"France,Royaumeuni",2025-04-04,13.16,30.0
REC-659487,5267,Mini cheddars,Unknown,United Kingdom,2024-11-21,21.51,150.0
REC-436451,5050,Barres de céréales fraises et framboises x 6,Crownfield,France,2025-06-24,1.48,124.0
REC-164384,14291,Unknown,nestle,Morocco,2025-08-29,13.16,200.0
REC-668201,14522,Oatcakes - Organic,Nairn's,"France,Unitedkingdom",2025-10-23,21.37,250.0
REC-559769,9717,Multigrain Crackers,Rivercote (LIDL),France,2025-03-28,11.18,170.0
REC-163843,7058,Mélange de noix et pistaches,Alesto,"Bulgaria,France,Germany,Switzerland",2024-06-11,5.69,200.0
REC-389627,7968,Petit écolier tendre coeur au lait,"LU,Mondelez international",France,2025-05-10,15.77,120.0
REC-291625,9280,Tartines de Pain multi-céréales,Pasquier,France,2025-01-16,3.97,240.0
REC-215939,12008,Tzatziki,Blini,"France,Suisse",2024-12-25,13.16,200.0
REC-460105,9017,Chocolat noir 72% cacao,"Marque Repère, Equador","France,Réunion",2024-06-08,18.01,150.0
REC-111592,12951,Chocolat Noir 95% Togo,Alter Eco,"France,Switzerland",2024-09-29,8.08,90.0
REC-965114,7928,Maltesers 175g,MALTESERS,"Argelia,Austria,Belgium,Egipto,Francia,Alemania,Marruecos,Qatar,Suiza,Túnez,Emiratos Árabes Unidos,Reino Unido",2024-11-10,3.1,175.0
REC-143795,12084,Sweet & Salty Popcorn,Propercorn,"France,Switzerland,United Kingdom,Belgium",2024-10-22,7.0,30.0
REC-327611,14977,Caprice,Papadopoulos,"Bulgaria,France,French Guiana,Greece,Guadeloupe,Romania,Italy",2025-02-06,20.17,115.0
REC-663235,14945,Horno Al punto de sal,"Lay's,PepsiCo","Italia,Portugal,Spain",2025-07-30,21.66,150.0
REC-216026,13503,Snack Pipas,Anitin,Espanha,2025-05-15,19.74,166.0
REC-755317,12628,Sour Cream & Onion Potato Chips,Popchips,United Kingdom,2024-10-25,12.84,85.0
REC-981342,9462,8 Crêpes Chocolat,Whaou,France,2024-06-05,2.36,8.0
REC-710952,10977,Savoury Crackers,Savour Bakes,United Kingdom,2024-02-22,21.86,200.0
REC-507409,5862,Major,SAÏDA,Morocco,2025-03-18,15.89,150.0
REC-977027,11506,Clorets,Clorets,Morocco,2025-11-07,4.26,150.0
REC-645017,5017,Ready Salted Grab Bag Crisps,Walkers,United Kingdom,2024-09-20,12.01,45.0
REC-651702,8050,Digestive,Unknown,"Croatia,Italy,Romania,Slovenia,France",2024-10-10,7.31,350.0
REC-534429,13627,Erdnüsse geröstet & gesalzen,Ültje,"Österreich,Deutschland",2026-01-20,8.42,180.0
REC-247463,5655,Choco Tom gaufrettes,Tom,Tunisia,2025-10-17,2.12,100.0
REC-789412,11990,Sablés beurré nantais,"LU, Mondelez International","France,Allemagne,Suisse",2025-11-24,16.52,130.0
REC-999404,14703,Grany Fraise 🍓 & Framboise,Lu,Francia,2025-10-22,11.64,108.0
REC-130511,6344,Laus nature,"Lay's, Lays, PepsiCo",France,2025-02-09,7.02,150.0
REC-917059,12881,3D's Bugles goût nature,"3D's Bugles, BENENUTS, LAYS, Lay's",France,2025-02-14,5.19,85.0
REC-183053,6705,"Gerblé - Choco Hazelnut Filled Cake, 200g (7.1oz)",Gerblé,Francia,2025-09-03,8.48,200.0
REC-511759,7039,Galette Épeautre Son d'Avoine,Bjorg,"France,French Guiana,Morocco,Switzerland",2025-05-07,14.72,150.0
REC-974820,9615,Pain d'Épices au Miel,Brossard,"France,Suiza",2024-08-30,15.66,350.0
REC-624871,13121,barbeque flavour popped potato snacks,popchips,"France,United Kingdom",2025-05-21,23.22,85.0
REC-161412,6432,Original Oreo,Oreo,"Belgium,Canada,Denmark,Finland,France,Germany,Mauritius,Morocco,Réunion,Spain,Switzerland,Latvia",2025-10-24,5.2,350.0
REC-507617,10369,Takis Fuego 90g,Unknown,"Morocco,Spain,France",2025-12-05,17.94,90.0
REC-583819,12795,Cacahuètes grillées sans sel ajouté.,Carrefour,"Belgique,France,Italie,Pologne,Roumanie,Espagne",2025-04-01,18.06,200.0
REC-386157,7846,Le Petit Beurre,LU,United Kingdom,2025-01-18,11.23,167.0
REC-814427,14101,Pringles Salt & Vinegar,Pringles,"Germany,United Kingdom",2024-08-16,12.39,185.0
REC-816700,9477,Jelly Snakes,THE NATURAL CONFECTIONERY CO.,"Switzerland,United Kingdom",2025-02-08,10.41,130.0
REC-837125,9228,Madeleine,Bonne Maman,"France,Royaumeuni",2025-10-15,5.7,175.0
REC-185893,7422,POULAIN NOIR EXTRA 200G,Poulain,France,2024-02-09,6.39,200.0
REC-475215,14944,Snack a Jacks Caramel Rice Cakes,Snack-A-Jacks,"France,Unitedkingdom",2024-06-15,20.09,159.0
REC-527082,10476,Jacobs Savours Salt And Black Pepper Bakes,Jacobs,"France,Unitedkingdom",2025-04-01,4.02,200.0
REC-943230,8023,Dark Chocolate 85% Cocoa,Unknown,Romania,2025-11-19,21.91,80.0
REC-887106,13893,Gran cereale croccante con riso,Gran cereale,"Francia,Italia",2025-03-05,16.76,230.0
REC-475078,5189,Chocolate 85% Cacao 0% Azúcares Añadidos,Valor,"Bolivia,Chile,Colombia,Ecuador,Marruecos,Rumania,Spain",2025-08-05,22.9,100.0
REC-240162,8735,Mini cracker!,Gullón,"Francia,Spagna,Italia,Morocco",2025-05-30,1.39,350.0
REC-779048,13269,Biscuits à l'orange Orange et au graines de Chia,"Gerblé, Gerblé Bio","France,La Réunion",2024-06-15,8.76,132.0
REC-375336,10650,Cashews roasted & salted,Alesto,"Bulgaria,France,Hungary,Romania,Spain,United Kingdom",2025-09-29,11.44,150.0
REC-709387,10421,"Gerblé - Organic Muesli Fig Apricot Spelt Cookie, 132g (4.7oz)",Gerblé Bio,France,2024-06-16,23.14,132.0
REC-407316,7196,Tartines croquantes,"Aldi, Simplement Bon et Bio",France,2025-01-31,5.85,200.0
REC-858767,8973,Petits chocos 🍫,Bonne Maman,France,2025-01-12,16.01,150.0
REC-598404,12274,Barre granola goût chocolat et enrobage crème de cacao,Vitalia,France,2024-05-21,11.86,150.0
REC-989289,6898,Chocolat au lait du Pays Alpin,"Kraft Foods, Milka",France,2026-01-24,7.18,200.0
REC-846558,9606,Tablette de chocolat noir 100g,"U, U Bio",France,2024-02-12,10.22,100.0
REC-964602,13977,Brioche tranchée,Brioche Pasquier,"Frankreich,Schweiz",2024-06-24,13.16,350.0
REC-291860,12564,Tartines craquantes Multicéréales,"JARDIN BIO ETIC, Jardin bio",France,2024-11-27,4.98,150.0
REC-647168,6886,Chilli Heatwave Tortilla Chips,Doritos,"France,United Kingdom",2024-10-21,24.41,180.0
REC-804584,11991,Dunkle Schweizer Schokolade mit Chili-Extrakt,Lindt Excellence,"Australia,Dinamarca,Francia,Nueva Zelanda,Spain,Suiza,Reino Unido",2025-09-07,16.62,100.0
REC-280797,7748,Sasanki,"Lidl,Roland,Sondey,Trium","Bulgaria,Czech Republic,France,Poland",2024-04-04,18.05,210.0
REC-218429,11026,Black Pepper Savoury Crackers,"Aldi, Specially Selected","United Kingdom,Germany",2024-06-07,7.58,185.0
REC-820572,14990,Lightly sea salted,Sainsbury's,United Kingdom,2024-08-25,17.96,150.0
REC-479422,11567,Honey Roast Crunch,Graze,United Kingdom,2025-11-24,8.65,100.0
REC-966925,9174,Salt & Vinegar flavoured rice cakes,Tesco,"Ireland,United Kingdom,Unitedkingdom",2025-03-03,12.08,130.0
REC-318299,12291,Barbecue Lentil Chips,Proper Chips,United Kingdom,2025-06-01,21.31,70.0
REC-934772,8086,Lays,Lay's,France,2024-09-08,7.39,250.0
REC-490629,7191,Cracotte framboise,Lu,France,2024-09-21,13.16,200.0
REC-505061,12134,Milk Hazelnut,Lindt,"France,Morocco",2024-02-19,16.52,150.0
REC-201449,13246,Sablés bio chocolat noir intense,Céréal Bio,"Belgium,France,Spain,Switzerland",2025-02-17,17.84,132.0
REC-752813,11929,Petits Muffins Chocolat,Unknown,"France,Germany,Switzerland",2025-01-06,15.91,235.0
REC-664382,13394,Biscuits Farine de Blé et Graines de Sésame,Bjorg,France,2025-06-16,13.02,184.0
REC-947013,12219,20 madeleines longues aux œufs frais,Le Ster,"Canada,France,Allemagne",2024-02-18,11.17,150.0
REC-909742,10084,La Gâche Tranchée,La Fournée dorée,France,2024-07-17,3.19,150.0
REC-507539,12871,Cioccolato Nocciole intere,RITTER SPORT,"Austria,Belgium,Czech Republic,Denmark,France,Germany,Ireland,Italy,Philippines,Switzerland,United Kingdom,Netherlands",2025-10-26,17.07,100.0
REC-122982,8212,Crunchy Canadian Maple Syrup,Nature Valley,"France,Germany,United Kingdom,Ireland",2025-04-09,3.2,210.0
REC-323880,14871,raw fruit & nut bar,Nākd,"Belgium,República Checa,Francia,Spain,Suiza",2024-09-30,6.69,35.0
REC-406158,6244,Rosemary & sea salt Flatbreads,Nairn's,"France,Unitedkingdom",2025-03-04,4.66,150.0
REC-224476,8349,Dolca chocolate negro,"Dolca,Nestlé","Argelia,Francia,Marruecos,Spain",2024-02-06,15.41,150.0
REC-720973,10030,Sea Salted popcorn,Unknown,United Kingdom,2024-02-28,22.88,10.0
REC-336820,9595,Lightly salted tortilla chips,Aldi,United Kingdom,2025-10-11,19.85,200.0
REC-138780,9275,Biscuits caramel épeautre,Gerblé,France,2024-04-14,16.56,132.0
REC-647288,13051,NESTLE DESSERT Noir Bio 170g,"Nestlé, Bio+, Nestle dessert",France,2025-11-05,13.16,170.0
REC-187419,7747,Donut milky,Unknown,Ma,2024-04-15,2.35,150.0
REC-647081,13501,Chips saveur beurre salé,Brets,France,2024-04-02,13.18,125.0
REC-536166,7911,Almond Butter + Puffed Quinoa Dark Chocolate,Hu,United Kingdom,2025-07-12,20.55,60.0
REC-676722,5228,Rice and Corn Cakes,Snack a Jacks,United Kingdom,2024-08-21,22.84,117.0
REC-312311,11108,Caramelised Onion & Balsamic Vinegar Pea & Bean Sticks,Off The Eaten Path,United Kingdom,2025-07-17,22.74,150.0
REC-939425,9066,Sticky Toffee Oat Boosts,Unknown,United Kingdom,2025-12-13,11.4,150.0
REC-180800,13602,Soft Bakes Blueberry,"Belvita,Mondelez",United Kingdom,2024-04-17,10.74,250.0
